st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible,gslo,gshi
SC,Oak Pointe Elementary,450282001054,Lexington 05,4502820,Irmo,29063,Irmo,29063,Yes participating without using any Provision or the CEO,489,217,239,Prekindergarten,5th Grade
TX,OAK RIDGE EL,481500001010,CONROE ISD,4815000,CONROE,77385,CONROE,77385,Yes participating without using any Provision or the CEO,608,,422,Prekindergarten,4th Grade
TX,OAK RIDGE EL,481983011795,FRENSHIP ISD,4819830,LUBBOCK,79424,WOLFFORTH,79382,Yes participating without using any Provision or the CEO,582,,308,Prekindergarten,5th Grade
PA,Oak Ridge El Sch,422187009965,Souderton Area SD,4221870,Harleysville,19438,Harleysville,19438,Yes participating without using any Provision or the CEO,405,,82,Kindergarten,5th Grade
MO,OAK RIDGE ELEM.,292307001320,OAK RIDGE R-VI,2923070,OAK RIDGE,63769,OAK RIDGE,63769,Yes participating without using any Provision or the CEO,151,26,59,Prekindergarten,5th Grade
NC,Oak Ridge Elementary,370192000840,Guilford County Schools,3701920,Oak Ridge,27310,Oak Ridge,27310,Yes participating without using any Provision or the CEO,688,,103,Prekindergarten,5th Grade
TX,OAK RIDGE H S,481500005679,CONROE ISD,4815000,CONROE,77385,CONROE,77385,Yes participating without using any Provision or the CEO,2705,,1152,9th Grade,12th Grade
NJ,Oak Ridge Heights Elementary School,341812003714,Woodbridge Township School District,3418120,COLONIA,07067,COLONIA,07067,Yes participating without using any Provision or the CEO,255,,55,Kindergarten,5th Grade
MO,OAK RIDGE HIGH,292307001321,OAK RIDGE R-VI,2923070,OAK RIDGE,63769,OAK RIDGE,63769,Yes participating without using any Provision or the CEO,180,16,62,6th Grade,12th Grade
TN,Oak Ridge High School,470324001396,Oak Ridge,4703240,Oak Ridge,37830,Oak Ridge,37830,Yes participating without using any Provision or the CEO,1586,228,,9th Grade,12th Grade
MO,OAK RIDGE INTERMEDIATE,290699002580,CAMDENTON R-III,2906990,CAMDENTON,65020,CAMDENTON,65020,Yes participating without using any Provision or the CEO,560,104,286,5th Grade,6th Grade
TX,OAK SPRINGS EL,480894000340,AUSTIN ISD,4808940,AUSTIN,78702,AUSTIN,78702,Yes under Community Eligibility Option (CEO),229,,222,Prekindergarten,5th Grade
NJ,Oak Street Elem School,340822005981,Lakewood Township School District,3408220,LAKEWOOD,08701,LAKEWOOD,08701,Yes under Community Eligibility Option (CEO),656,,601,2nd Grade,6th Grade
VA,Oak Street Elementary,510129001844,Falls Church City Public Schools,5101290,Falls Church,22046,Falls Church,22046,Yes participating without using any Provision or the CEO,556,43,52,3rd Grade,5th Grade
NJ,Oak Street School,340165005128,Bernards Township School District,3401650,Basking Ridge,07920,Basking Ridge,07920,No,419,,9,Kindergarten,5th Grade
NY,OAK STREET SCHOOL,362328003261,PLATTSBURGH CITY SCHOOL DISTRICT,3623280,PLATTSBURGH,12901,PLATTSBURGH,12901,Yes under Community Eligibility Option (CEO),207,,109,3rd Grade,5th Grade
NJ,Oak Tree Elementary School,341050002982,Monroe Township School District,3410500,MONROE TOWNSHIP,08831,MONROE TOWNSHIP,08831,Yes participating without using any Provision or the CEO,588,,30,Prekindergarten,3rd Grade
NJ,Oak Tree Road Elementary School,341812003452,Woodbridge Township School District,3418120,ISELIN,08830,ISELIN,08830,Yes participating without using any Provision or the CEO,470,,114,Kindergarten,5th Grade
NJ,Oak Valley Elementary School,340390002524,Deptford Township Public School District,3403900,WENONAH,08090,WENONAH,08090,Yes participating without using any Provision or the CEO,350,,102,1st Grade,5th Grade
NE,OAK VALLEY ELEMENTARY SCHOOL,317482001418,OMAHA PUBLIC SCHOOLS,3174820,OMAHA,68144,OMAHA,68144,Yes under Community Eligibility Option (CEO),241,200,,Prekindergarten,5th Grade
TN,Oak View Elem School,470453000215,Williamson County,4704530,Franklin,37064,Franklin,37064,Yes participating without using any Provision or the CEO,534,3,,Prekindergarten,5th Grade
NC,Oak View Elementary,370192000964,Guilford County Schools,3701920,High Point,27265,High Point,27265,Yes participating without using any Provision or the CEO,524,,521,Prekindergarten,5th Grade
VA,Oak View Elementary,510126000548,Fairfax County Public Schools,5101260,Fairfax,22032,Fairfax,22032,Yes participating without using any Provision or the CEO,775,75,86,Prekindergarten,6th Grade
NJ,Oak View Elementary School,340183002002,Bloomfield Township School District,3401830,Bloomfield,07003,Bloomfield,07003,Yes participating without using any Provision or the CEO,375,,21,Kindergarten,6th Grade
MO,OAK VIEW LEARNING CTR.,292378002382,PEMISCOT CO. SPEC. SCH. DIST.,2923780,HAYTI,63851,HAYTI,63851,No,0,,,Prekindergarten,12th Grade
TX,OAK WOODS SCHOOL,482139006856,GRANBURY ISD,4821390,GRANBURY,76049,GRANBURY,76049,Yes under Community Eligibility Option (CEO),593,,242,Prekindergarten,5th Grade
NC,Oakboro Choice STEM,370432003440,Stanly County Schools,3704320,Oakboro,28129,Oakboro,28129,Yes participating without using any Provision or the CEO,362,,348,Kindergarten,8th Grade
SC,Oakbrook Elementary,450201001405,Dorchester 02,4502010,Ladson,29456,Ladson,29456,Yes participating without using any Provision or the CEO,659,,510,Prekindergarten,5th Grade
WA,Oakbrook Elementary School,530141000265,Clover Park School District,5301410,Lakewood,98498,Lakewood,98498,Yes under Community Eligibility Option (CEO),280,112,192,Prekindergarten,5th Grade
SC,Oakbrook Middle,450201001406,Dorchester 02,4502010,Ladson,29456,Ladson,29456,Yes participating without using any Provision or the CEO,943,,571,6th Grade,8th Grade
NJ,Oakcrest High School,340606000124,Greater Egg Harbor Regional High School District,3406060,MAYS LANDING,08330,MAYS LANDING,08330,Yes participating without using any Provision or the CEO,936,,572,9th Grade,12th Grade
TX,OAKCREST INT,484296012993,TOMBALL ISD,4842960,CYPRESS,77429,CYPRESS,77429,Yes participating without using any Provision or the CEO,827,,245,5th Grade,6th Grade
UT,Oakcrest School,490042001090,Jordan District,4900420,WEST JORDAN,84088,WEST JORDAN,84088,Yes participating without using any Provision or the CEO,690,,175,Kindergarten,6th Grade
SC,Oakdale Elementary,450387001138,York 03,4503870,Rock Hill,29730,Rock Hill,29730,Yes under Community Eligibility Option (CEO),482,314,482,Prekindergarten,5th Grade
NC,Oakdale Elementary,370297001251,Charlotte-Mecklenburg Schools,3702970,Charlotte,28216,Charlotte,28216,Yes participating without using any Provision or the CEO,432,,429,Kindergarten,5th Grade
WI,Oakdale Elementary,551491001937,Tomah Area School District,5514910,Tomah,54660,Tomah,54660,Yes participating without using any Provision or the CEO,79,,48,Prekindergarten,1st Grade
OH,Oakdale Elementary School,390449001818,Toledo City,3904490,Toledo,43605,Toledo,43605,Yes under Community Eligibility Option (CEO),383,173,,Prekindergarten,8th Grade
OH,Oakdale Elementary School,390473702874,Oak Hills Local,3904737,Cincinnati,45248,Cincinnati,45248,Yes participating without using any Provision or the CEO,740,,340,Kindergarten,5th Grade
NE,OAKDALE ELEMENTARY SCHOOL,317866001713,WESTSIDE COMMUNITY SCHOOLS,3178660,OMAHA,68144,OMAHA,68144,Yes participating without using any Provision or the CEO,308,,60,Prekindergarten,6th Grade
OR,Oakdale Heights Elementary School,410386001044,Dallas SD 2,4103860,Dallas,97338,Dallas,97338,Yes under Community Eligibility Option (CEO),332,129,227,Kindergarten,3rd Grade
OR,Oakdale Middle School,410804011365,Medford SD 549C,4108040,Medford,97501,Medford,97501,Yes under Community Eligibility Option (CEO),822,3,‡,6th Grade,8th Grade
OK,OAKDALE PUBLIC SCHOOL,402235001098,OAKDALE,4022350,Edmond,73013,Edmond,73013,Yes participating without using any Provision or the CEO,702,73,82,Prekindergarten,8th Grade
UT,Oakdale School,490014200317,Canyons District,4900142,SANDY,84093,SANDY,84093,Yes participating without using any Provision or the CEO,350,,79,Kindergarten,5th Grade
TN,Oakdale School,470309001235,Morgan County,4703090,Oakdale,37829,Oakdale,37829,Yes under Community Eligibility Option (CEO),444,156,,Prekindergarten,12th Grade
NY,OAKDALE-BOHEMIA MIDDLE SCHOOL,360816000603,CONNETQUOT CENTRAL SCHOOL DISTRICT,3608160,OAKDALE,11769,OAKDALE,11769,Yes under Community Eligibility Option (CEO),586,,145,6th Grade,8th Grade
ND,OAKES ELEMENTARY SCHOOL,381450000513,OAKES 41,3814500,Oakes,58474,Oakes,58474,Yes participating without using any Provision or the CEO,247,32,50,Prekindergarten,6th Grade
OK,OAKES ES,400685001110,OKEMAH,4006850,Okemah,74859,Okemah,74859,Yes participating without using any Provision or the CEO,256,174,227,Prekindergarten,3rd Grade
ND,OAKES HIGH SCHOOL,381450000514,OAKES 41,3814500,Oakes,58474,Oakes,58474,Yes participating without using any Provision or the CEO,233,14,26,7th Grade,12th Grade
WA,Oakesdale Elementary School,530597000907,Oakesdale School District,5305970,Oakesdale,99158,Oakesdale,99158,No,79,17,24,Prekindergarten,5th Grade
WA,Oakesdale High School,530597000908,Oakesdale School District,5305970,Oakesdale,99158,Oakesdale,99158,No,79,25,29,6th Grade,12th Grade
WI,Oakfield Elementary,551086001414,Oakfield School District,5510860,Oakfield,53065,Oakfield,53065,Yes participating without using any Provision or the CEO,246,,74,Prekindergarten,5th Grade
WI,Oakfield High,551086001415,Oakfield School District,5510860,Oakfield,53065,Oakfield,53065,Yes participating without using any Provision or the CEO,169,,38,9th Grade,12th Grade
WI,Oakfield Middle,551086001416,Oakfield School District,5510860,Oakfield,53065,Oakfield,53065,Yes participating without using any Provision or the CEO,116,,34,6th Grade,8th Grade
NY,OAKFIELD-ALABAMA ELEMENTARY SCHOOL,362151003054,OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,3621510,OAKFIELD,14125,OAKFIELD,14125,Yes under Provision 2,327,,152,Prekindergarten,5th Grade
NY,OAKFIELD-ALABAMA MIDDLE SCHOOL HIGH SCHOOL,362151003055,OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,3621510,OAKFIELD,14125,OAKFIELD,14125,Yes participating without using any Provision or the CEO,375,,180,6th Grade,12th Grade
TN,Oakhaven Elementary,470014801126,Memphis-Shelby County Schools,4700148,Memphis,38118,Memphis,38118,Yes under Community Eligibility Option (CEO),523,345,,Prekindergarten,5th Grade
TN,Oakhaven High,470014801127,Memphis-Shelby County Schools,4700148,Memphis,38118,Memphis,38118,Yes under Community Eligibility Option (CEO),373,225,,9th Grade,12th Grade
TN,Oakhaven Middle,470014802148,Memphis-Shelby County Schools,4700148,Memphis,38108,Memphis,38108,Yes under Community Eligibility Option (CEO),270,185,,6th Grade,8th Grade
WI,Oakhill Correctional Institution,550003502043,Wisconsin Department of Corrections,5500035,Oregon,53575,Oregon,53575,No,0,,,12th Grade,12th Grade
TX,OAKHURST EL,481970001895,FORT WORTH ISD,4819700,FORT WORTH,76111,FORT WORTH,76111,Yes under Community Eligibility Option (CEO),497,,427,Prekindergarten,5th Grade
NC,Oakhurst STEAM Academy,370297003368,Charlotte-Mecklenburg Schools,3702970,Charlotte,28205,Charlotte,28205,Yes participating without using any Provision or the CEO,522,,509,Kindergarten,5th Grade
WA,Oakland Bay Junior High School,530790002353,Shelton School District,5307900,Shelton,98584,Shelton,98584,Yes under Community Eligibility Option (CEO),550,353,359,7th Grade,8th Grade
RI,Oakland Beach School,440111000299,Warwick,4401110,Warwick,02889,Warwick,02889,Yes participating without using any Provision or the CEO,335,74,171,Prekindergarten,5th Grade
NE,OAKLAND CRAIG ELEMENTARY,317464001337,OAKLAND CRAIG PUBLIC SCHOOLS,3174640,OAKLAND,68045,OAKLAND,68045,Yes participating without using any Provision or the CEO,226,,95,Prekindergarten,6th Grade
NE,OAKLAND CRAIG JUNIOR-SENIOR HIGH,317464001336,OAKLAND CRAIG PUBLIC SCHOOLS,3174640,OAKLAND,68045,OAKLAND,68045,Yes participating without using any Provision or the CEO,179,,61,7th Grade,12th Grade
TX,OAKLAND EL,481965011220,FORT BEND ISD,4819650,RICHMOND,77406,RICHMOND,77406,Yes participating without using any Provision or the CEO,876,,411,Kindergarten,5th Grade
SC,Oakland Elementary,450351000938,Spartanburg 02,4503510,Inman,29349,Inman,29349,Yes participating without using any Provision or the CEO,739,432,494,Prekindergarten,5th Grade
VA,Oakland Elementary,510371001626,Suffolk City Public Schools,5103710,Suffolk,23434,Suffolk,23434,Yes under Community Eligibility Option (CEO),483,326,326,Prekindergarten,5th Grade
TN,Oakland Elementary,470117000366,Fayette County Public Schools,4701170,Oakland,38060,Oakland,38060,Yes under Community Eligibility Option (CEO),674,179,,Prekindergarten,5th Grade
SC,Oakland Elementary,450144000220,Charleston 01,4501440,Charleston,29414,Charleston,29414,Yes under Community Eligibility Option (CEO),525,241,525,Prekindergarten,5th Grade
VA,Oakland Elementary,510069000253,Carroll County Public Schools,5100690,Galax,24333,Galax,24333,Yes under Community Eligibility Option (CEO),187,174,174,Prekindergarten,5th Grade
TN,Oakland Elementary,470303002444,Montgomery County,4703030,Clarksville,37040,Clarksville,37040,Yes participating without using any Provision or the CEO,1173,163,,Prekindergarten,5th Grade
OR,Oakland Elementary School,410912000286,Oakland SD 1,4109120,Oakland,97462,Oakland,97462,Yes under Community Eligibility Option (CEO),238,75,154,Kindergarten,4th Grade
TN,Oakland High School,470369001523,Rutherford County,4703690,Murfreesboro,37130,Murfreesboro,37130,Yes participating without using any Provision or the CEO,1947,396,,9th Grade,12th Grade
OR,Oakland High School,410912000287,Oakland SD 1,4109120,Oakland,97462,Oakland,97462,Yes under Community Eligibility Option (CEO),214,67,109,9th Grade,12th Grade
WA,Oakland High School,530870001811,Tacoma School District,5308700,Tacoma,98409,Tacoma,98409,Yes under Community Eligibility Option (CEO),114,104,105,9th Grade,12th Grade
TN,Oakland Middle School,470369002251,Rutherford County,4703690,Murfreesboro,37130,Murfreesboro,37130,Yes participating without using any Provision or the CEO,1151,241,,6th Grade,8th Grade
MO,OAKLAND MIDDLE SCHOOL,290100001402,COLUMBIA 93,2901000,COLUMBIA,65202,COLUMBIA,65202,Yes participating without using any Provision or the CEO,550,165,363,6th Grade,8th Grade
OH,Oakland Park Alternative Elementary,390438000694,Columbus City Schools District,3904380,Columbus,43224,Columbus,43224,Yes under Community Eligibility Option (CEO),289,150,,Prekindergarten,5th Grade
SC,Oakland Primary,450390201071,Sumter 01,4503902,Sumter,29154,Sumter,29154,Yes under Community Eligibility Option (CEO),504,320,504,Prekindergarten,1st Grade
SD,Oaklane Colony Elementary - 05,460264000875,Hanson School District 30-1,4602640,Alexandria,57311,Alexandria,57311,No,30,,,Kindergarten,8th Grade
TX,OAKLAWN EL,481970001896,FORT WORTH ISD,4819700,FORT WORTH,76119,FORT WORTH,76119,Yes under Community Eligibility Option (CEO),431,,418,Prekindergarten,5th Grade
WI,Oaklawn Elementary,551119001493,Oshkosh Area School District,5511190,Oshkosh,54901,Oshkosh,54901,Yes under Community Eligibility Option (CEO),410,,274,Kindergarten,5th Grade
WI,Oaklawn Elementary,550909000379,Menomonie Area School District,5509090,Menomonie,54751,Menomonie,54751,Yes participating without using any Provision or the CEO,396,,154,Prekindergarten,5th Grade
NC,Oaklawn Language Academy,370297002737,Charlotte-Mecklenburg Schools,3702970,Charlotte,28216,Charlotte,28216,Yes participating without using any Provision or the CEO,516,,513,Kindergarten,8th Grade
OR,Oaklea Middle School,410693000631,Junction City SD 69,4106930,Junction City,97448,Junction City,97448,Yes participating without using any Provision or the CEO,448,118,238,5th Grade,8th Grade
TX,OAKLEY EL,483240012541,NEW CANEY ISD,4832400,NEW CANEY,77357,NEW CANEY,77357,Yes participating without using any Provision or the CEO,813,,731,Prekindergarten,5th Grade
NC,Oakley Elementary,370045000157,Buncombe County Schools,3700450,Asheville,28803,Asheville,28803,Yes participating without using any Provision or the CEO,444,,441,Prekindergarten,5th Grade
NJ,Oaklyn Public School,341194001604,Oaklyn Public School District,3411940,OAKLYN,08107,OAKLYN,08107,No,270,,72,Prekindergarten,5th Grade
PA,Oaklyn Sch,422154003567,Shikellamy SD,4221540,Sunbury,17801,Sunbury,17801,Yes under Community Eligibility Option (CEO),372,,372,Kindergarten,2nd Grade
OH,Oakmont  Elementary School,390438004319,Columbus City Schools District,3904380,Columbus,43232,Columbus,43232,Yes under Community Eligibility Option (CEO),305,145,,Kindergarten,5th Grade
TX,OAKMONT EL,481591007444,CROWLEY ISD,4815910,FORT WORTH,76132,FORT WORTH,76132,Yes participating without using any Provision or the CEO,501,,438,Prekindergarten,5th Grade
TN,Oakmont Elementary,470102000332,Dickson County,4701020,Dickson,37055,Dickson,37055,Yes participating without using any Provision or the CEO,482,182,,Prekindergarten,5th Grade
TN,Oakmont Elementary,470402001671,Sumner County,4704020,Cottontown,37048,Cottontown,37048,Yes participating without using any Provision or the CEO,136,19,,Kindergarten,5th Grade
SC,Oakridge Elementary,450384001672,York 02,4503840,Clover,29710,Clover,29710,Yes participating without using any Provision or the CEO,851,190,236,Prekindergarten,5th Grade
VA,Oakridge Elementary,510027000103,Arlington County Public Schools,5100270,Arlington,22202,Arlington,22202,Yes participating without using any Provision or the CEO,644,174,193,Prekindergarten,5th Grade
OR,Oakridge Elementary School,410915000635,Oakridge SD 76,4109150,Oakridge,97463,Oakridge,97463,Yes under Community Eligibility Option (CEO),263,134,242,Kindergarten,6th Grade
